DonorPostalCode,DonorAge,GenderIdentity,IsAlumnusFlag,IsParentFlag,HasInvolvementFlag,WealthRating,PreferredAddressType,HasEmailFlag,ConsecutiveDonorYears,LastFiscalYearDonation,Donation2FiscalYearsAgo,Donation3FiscalYearsAgo,Donation4FiscalYearsAgo,Donation5FiscalYearsAgo,CurrentFiscalYearDonation,CumulativeDonationAmount,DonorIndicatorFlag.
32818,40,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,10,1
4936,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,245,1
90265,42,Male,0,0,0,Unknown,HOME,0,3,5,0,0,0,250,0,255,1
24931,23,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
60191,57,Female,1,0,1,Unknown,HOME,1,2,1,0,0,0,0,0,180,1
92258,42,Female,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,12520,1
19501,61,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,24,1
83434,68,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
17177,47,Female,1,0,1,Unknown,BUSN,1,0,0,0,0,0,0,0,65,1
50849,42,Male,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
64166,32,Female,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
46710,21,Male,0,0,0,"$100,000-$249,999",HOME,1,0,0,60,0,0,0,0,60,1
71411,42,Female,0,0,0,Unknown,HOME,0,1,0,0,50,0,0,0,50,1
20422,28,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,20,1
23459,38,Male,1,0,1,Unknown,HOME,0,0,0,100,350,500,0,0,950,1
12471,61,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
24551,42,Male,1,0,0,Unknown,HOME,0,1,0,0,0,0,0,68,68,1
44003,42,Male,0,0,0,Unknown,HOME,0,7,0,0,0,0,0,0,38,1
77987,20,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
88028,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,150,0,0,150,1
10168,69,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,300,1
90265,42,Female,1,1,1,Unknown,HOME,0,3,0,0,0,0,40,0,40,1
96898,21,Male,0,0,0,"$1-$24,999",HOME,1,0,0,0,0,0,0,0,0,0
64002,42,Female,0,0,0,Unknown,HOME,0,4,0,0,0,0,50,0,50,1
90265,42,Female,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
89034,23,Male,1,0,1,Unknown,Unknown,1,1,0,0,0,0,0,0,0,0
45120,27,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,25,1
44644,36,Female,0,0,0,"$50,000-$99,999",HOME,0,0,0,0,0,0,0,0,0,0
32706,59,Male,0,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
26717,33,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
77802,42,Uknown,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
70732,31,Female,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
59703,42,Female,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,135,1
44139,42,Male,0,0,0,Unknown,HOME,0,1,0,1320,0,0,0,0,1320,1
90265,46,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
66047,42,Male,0,0,1,Unknown,HOME,0,9,0,0,0,0,0,0,8850,1
62781,42,Male,1,0,0,Unknown,HOME,1,2,0,0,0,0,0,3,250,1
11379,82,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,275,1
27668,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,15,1
47980,42,Female,0,0,1,Unknown,HOME,0,2,0,0,0,0,0,0,0,0
87420,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0
90265,25,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,40,1
79836,42,Male,0,0,0,Unknown,HOME,0,6,0,0,0,0,0,0,2525,1
38901,42,Male,0,1,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
57475,42,Female,0,0,0,"$50,000-$99,999",HOME,0,1,0,52,0,0,0,0,52,1
12084,54,Male,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,100,1
50480,42,Male,0,0,0,Unknown,Unknown,0,0,250,0,0,0,0,0,250,1
1982,42,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
64804,49,Male,1,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,150,1
54212,42,Female,0,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
94542,56,Uknown,1,0,0,Unknown,Unknown,1,2,0,0,0,0,0,0,0,0
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,250,0,25,0,275,1
22476,27,Female,0,0,0,Unknown,CAMP,1,0,0,0,0,0,0,0,25,1
61427,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
68117,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,15,1
79325,42,Female,0,0,1,Unknown,HOME,0,1,0,0,0,0,0,1000,1000,1
17375,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
35178,27,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
14127,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0
54548,40,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
6105,42,Female,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,670,1
24599,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
49847,42,Female,1,0,0,Unknown,HOME,1,34,0,0,0,0,0,0,2745,1
39481,42,Male,1,0,1,Unknown,HOME,1,15,0,50,0,5,0,0,1237,1
94112,54,Female,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
26554,23,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
6016,24,Female,0,0,0,Unknown,CAMP,1,0,0,0,0,0,0,0,0,0
90265,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,2500,1
90265,24,Female,1,0,1,Unknown,HOME,1,2,0,0,0,0,0,0,10,1
54981,42,Male,0,0,0,Unknown,HOME,0,0,0,120,25,0,0,0,190,1
15548,42,Uknown,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,120,1
62420,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
28755,42,Female,1,0,1,Unknown,HOME,0,7,0,0,0,100,70,0,170,1
47987,42,Male,0,0,0,Unknown,HOME,1,1,0,0,1,0,0,0,1,1
47357,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
90265,42,Male,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90265,42,Female,0,0,0,Unknown,HOME,0,1,0,0,40,0,0,0,300,1
35964,49,Male,1,0,0,Unknown,HOME,1,0,0,125,6,0,0,0,131,1
2020,61,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
50673,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,1350,1
90265,42,Female,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,50,435,1
22713,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,140,1
90265,42,Female,1,0,0,Unknown,Unknown,0,0,1,0,0,0,0,0,1,1
83541,37,Female,0,0,0,Unknown,HOME,0,0,300,104,0,0,0,0,404,1
76523,42,Male,0,0,0,"$50,000-$99,999",HOME,1,0,0,0,0,30,0,0,30,1
68039,42,Female,0,0,0,Unknown,HOME,0,1,0,0,1,0,0,0,1,1
8535,42,Male,1,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
90265,52,Female,1,0,1,"$1-$24,999",HOME,1,11,0,0,0,0,135,0,1546,1
95122,52,Male,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
93190,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
85614,42,Male,0,0,0,Unknown,HOME,0,1,0,0,70,0,0,100,170,1
36570,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,100,1
44838,42,Female,0,1,0,Unknown,BUSN,1,0,0,0,0,0,0,0,0,0
90265,42,Male,0,0,0,Unknown,HOME,0,1,1635,0,0,0,0,0,2000,1
73142,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
98579,55,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,180,1
75688,86,Female,0,0,1,Unknown,HOME,0,2,0,0,0,0,0,0,0,0
8525,42,Male,0,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,240,1
71642,42,Unknown,0,1,0,Unknown,HOME,1,0,0,120,384,0,0,0,504,1
68820,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,30,1
90265,42,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
7849,42,Male,0,0,0,Unknown,HOME,0,1,0,40,0,0,0,0,400,1
61628,42,Unknown,0,0,0,"$50,000-$99,999",HOME,1,0,0,0,0,0,0,0,0,0
58432,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,200,0,0,200,1
65047,42,Male,0,0,1,"$25,000-$49,999",HOME,1,8,0,0,0,0,25,0,235,1
77586,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
76467,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,48,0,0,48,1
78522,64,Female,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
62715,42,Male,0,1,1,Unknown,HOME,0,0,0,0,0,0,0,0,1,1
12170,40,Male,1,0,1,"$25,000-$49,999",HOME,1,0,0,0,0,0,0,0,610,1
90265,42,Male,1,0,0,Unknown,HOME,1,1,2500,0,500,0,0,0,61170,1
32130,42,Male,0,0,0,"$100,000-$249,999",HOME,0,15,0,0,10,0,200,0,1127,1
63197,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
66520,26,Female,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
55155,65,Male,1,0,1,Unknown,HOME,1,5,0,0,0,0,0,0,50,1
69037,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,45,1
42719,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
90265,35,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
5626,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,1,0,1,1
31323,66,Male,1,0,1,"$50,000-$99,999",HOME,1,9,0,0,0,0,0,0,4305,1
18458,60,Male,0,0,1,Unknown,HOME,1,1,0,0,0,75,0,220,295,1
95459,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
90265,61,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
16901,10,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
65347,42,Female,1,0,1,Unknown,HOME,0,5,0,0,0,0,110,0,110,1
9532,42,Female,0,0,0,Unknown,HOME,1,2,0,0,0,0,0,0,0,0
90265,51,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
46590,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,10,1
90265,24,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
64024,42,Female,0,1,0,Unknown,Unknown,0,0,0,0,0,0,144,0,144,1
90265,46,Female,1,0,0,Unknown,Unknown,1,0,0,180,50,0,0,0,230,1
15057,25,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,100,1
22556,26,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
27591,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,5,1
53047,61,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
41817,32,Male,1,0,1,Unknown,HOME,1,2,0,0,0,0,0,0,0,0
47747,26,Male,0,0,1,Unknown,Unknown,1,0,0,0,0,0,0,0,308,1
72654,24,Male,0,0,0,Unknown,CAMP,1,0,0,0,0,0,0,0,10,1
42151,42,Male,1,0,0,Unknown,OTR,0,6,0,0,0,0,0,50,50,1
38877,25,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,1555,1
80016,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,1345,1
36538,58,Male,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,433,1
90265,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
59837,42,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,0,0
14710,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,100,0,0,100,1
90265,46,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,25,1
26031,66,Male,0,0,0,Unknown,HOME,0,0,0,100,300,40,0,0,440,1
75559,43,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,25,1
69152,42,Male,0,0,1,Unknown,HOME,0,3,1,0,0,0,0,0,5,1
20877,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
32546,42,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
44807,41,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
82944,42,Male,0,0,0,Unknown,HOME,0,2,0,150,90,0,0,0,240,1
90265,39,Male,1,0,0,"$100,000-$249,999",HOME,1,0,0,0,0,0,0,0,0,0
47905,66,Male,1,0,1,Unknown,Unknown,1,2,0,1,25,0,0,100,126,1
75420,48,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90265,48,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,189,1
47703,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,180,180,1
95901,66,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
69348,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,100,0,0,100,1
36528,42,Female,0,0,0,"$50,000-$99,999",HOME,1,1,0,0,0,35,0,0,35,1
75433,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
23437,46,Male,1,0,0,Unknown,HOME,0,3,0,0,0,0,0,0,100,1
925,42,Female,0,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,19,1
19706,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,10,0,0,10,1
59755,42,Male,0,0,1,Unknown,HOME,0,0,0,36,0,0,0,0,36,1
58455,56,Female,0,0,0,Unknown,HOME,0,0,50,0,0,0,0,0,50,1
22503,42,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
19063,42,Male,0,1,0,Unknown,HOME,1,1,0,0,0,0,0,0,0,0
7111,76,Female,0,0,0,Unknown,HOME,0,0,120,0,0,0,0,0,120,1
11516,76,Female,0,0,0,Unknown,HOME,0,0,101,0,0,0,0,0,101,1
33427,28,Female,0,0,0,Unknown,HOME,0,0,0,120,0,0,0,0,120,1
18210,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
32887,42,Male,0,0,0,Unknown,HOME,0,1,0,0,125,0,0,0,125,1
40943,26,Female,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,0,0
68044,41,Male,1,0,1,Unknown,BUSN,1,0,0,0,0,0,0,0,0,0
24541,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0
37810,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,8,1
11798,42,Female,0,0,0,Unknown,HOME,0,1,0,0,200,0,0,0,200,1
78681,44,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,25,1
50836,42,Male,0,0,0,Unknown,HOME,0,1,0,10,0,0,0,0,10,1
99671,42,Female,0,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,120,1
83723,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,10,1
73065,42,Male,0,1,1,Unknown,HOME,1,0,0,0,0,0,0,0,75,1
90078,42,Female,0,0,0,Unknown,HOME,0,1,0,187,75,0,200,0,462,1
13676,59,Male,1,0,1,Unknown,BUSN,0,0,0,0,0,0,0,0,0,0
98113,47,Male,1,0,0,Unknown,Unknown,1,0,0,0,0,40,0,0,40,1
89026,41,Male,1,0,1,Unknown,HOME,1,0,0,300,100,0,0,50,450,1
36689,42,Male,0,0,0,Unknown,HOME,1,0,100,0,0,0,0,0,100,1
94088,50,Female,1,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,400,1
15753,42,Male,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90265,37,Male,0,0,0,Unknown,CAMP,1,0,0,0,0,0,0,0,0,0
58718,94,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,1,1,1
32524,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,204,1
35502,54,Male,1,0,0,"$50,000-$99,999",HOME,1,0,0,0,0,0,0,0,1577,1
16038,56,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,118,1
44424,42,Female,0,0,1,Unknown,HOME,0,1,200,0,0,0,0,1,201,1
8017,84,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,5,1
9741,38,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
97902,49,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,1000,1
58703,42,Female,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,480,1
34203,42,Male,1,0,1,Unknown,HOME,1,8,0,0,0,0,0,0,2125,1
47547,42,Male,0,0,1,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
18069,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,255,1
90265,33,Male,1,0,0,Unknown,HOME,1,0,0,50,0,0,0,0,190,1
85737,24,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
60452,42,Female,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
76502,42,Female,0,1,1,Unknown,HOME,1,0,5,0,0,100,0,0,105,1
52408,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,40,1
54403,42,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,50,1
12043,56,Male,0,0,1,Unknown,HOME,1,4,0,0,0,0,100,0,100,1
88114,27,Female,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,15,1
9384,42,Female,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,0,0
28561,42,Female,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,580,1
90265,72,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
97256,52,Male,1,0,0,"$50,000-$99,999",HOME,1,0,0,0,0,0,0,0,20,1
93412,42,Female,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
78336,42,Male,1,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0
90265,42,Male,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
32455,42,Female,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,380,1
43755,82,Female,0,0,0,"$25,000-$49,999",HOME,1,0,0,0,0,0,0,0,0,0
31539,41,Male,1,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
97412,42,Male,0,0,0,Unknown,HOME,0,0,0,10,0,0,0,0,240,1
53959,42,Male,0,0,0,"$25,000-$49,999",BUSN,1,0,0,0,0,0,0,0,0,0
37016,42,Female,1,0,1,Unknown,CAMP,1,2,0,0,0,0,0,0,0,0
94562,42,Female,0,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,1,1
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,8,0,0,0,8,1
1242,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
15050,31,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,1502,1
5839,42,Uknown,0,0,1,Unknown,HOME,0,0,0,25,0,45,0,0,70,1
78259,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,2500,1
90265,63,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
14740,42,Male,1,0,1,Unknown,HOME,1,4,0,0,0,0,0,0,260,1
34042,92,Male,1,0,1,Unknown,HOME,1,10,0,0,0,0,0,0,6765,1
95692,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,4105,1
54162,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,100,1
77005,25,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
57840,58,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,220,220,1
90265,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
44110,42,Female,1,0,0,Unknown,HOME,1,0,0,0,0,30,0,0,30,1
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,1,250,1
32461,42,Female,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,1,1
90265,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
84105,19,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
2211,64,Female,0,0,1,"$50,000-$99,999",HOME,0,0,0,0,0,0,0,0,0,0
91906,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,70,1
47536,42,Uknown,0,0,1,"$25,000-$49,999",HOME,0,0,0,0,0,0,0,0,100,1
21093,30,Unknown,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
44861,59,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,100,0,100,1
96537,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,120,685,1
61230,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0
40270,29,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
7095,60,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
1133,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,5,1
65648,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,25,1
37995,90,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,56,0,0,56,1
90265,42,Female,0,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0
9622,44,Male,0,0,1,Unknown,BUSN,1,5,0,0,0,0,0,1000,1000,1
98006,42,Female,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,2125,2125,1
72703,42,Male,0,0,0,Unknown,CAMP,1,0,0,0,0,80,0,1,81,1
90265,42,Uknown,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
68106,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,180,1
79234,42,Male,0,0,1,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
61431,42,Male,0,0,0,Unknown,HOME,0,1,0,0,1,0,0,520,521,1
94567,42,Female,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0
73110,42,Female,0,1,1,Unknown,HOME,1,0,0,0,0,0,0,0,200,1
88515,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
42344,42,Female,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0
66020,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
43069,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0
95608,42,Male,0,1,1,Unknown,Unknown,0,0,0,0,0,0,0,0,50,1
90265,42,Female,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,20,1
90265,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,70,1,71,1
30906,42,Female,1,0,1,Unknown,HOME,1,1,0,0,10,0,0,0,10,1
38782,27,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
89114,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,760,1
37680,42,Female,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
19606,60,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,4,1
90265,39,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,50,1
25021,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
12943,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,75,1
54621,27,Female,0,0,0,Unknown,CAMP,0,0,0,0,0,0,0,0,100,1
90265,42,Male,0,0,0,Unknown,HOME,0,3,180,30,0,0,0,0,210,1
46699,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
62271,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,5,0,0,70,1
72616,57,Male,1,0,0,Unknown,Unknown,0,0,0,3,0,0,0,0,3,1
93024,49,Male,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
2477,42,Female,0,0,0,Unknown,HOME,0,5,0,0,0,0,0,0,65,1
12241,42,Female,0,0,1,Unknown,HOME,0,3,50,0,0,0,0,0,615,1
5773,42,Female,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,30,1
90265,42,Uknown,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
32187,42,Female,0,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,510,1
92242,42,Male,0,0,0,Unknown,Unknown,1,1,0,0,0,0,0,0,0,0
93581,42,Female,0,0,0,Unknown,Unknown,0,0,0,25,0,0,0,0,25,1
28533,62,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,400,1
92513,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,197,1
90012,46,Male,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,120,1
33804,40,Female,1,0,1,Unknown,CAMP,1,0,0,0,0,0,0,0,145,1
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,10,1
42437,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
1843,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
46755,28,Female,1,0,1,Unknown,HOME,1,1,0,0,100,0,0,0,100,1
90265,61,Male,0,0,0,Unknown,HOME,1,0,0,1492,400,1125,0,0,3017,1
12944,42,Male,1,0,1,Unknown,HOME,0,6,0,0,0,0,0,0,75,1
2702,42,Female,0,0,0,"$1-$24,999",BUSN,0,4,0,0,0,0,0,0,20,1
68430,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
46968,43,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,5,1
20428,42,Unknown,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,1,1
90265,42,Female,0,0,0,"$500,000-$999,999",HOME,0,1,0,3600,250,0,0,0,3850,1
83121,42,Female,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,205,1
90265,42,Female,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
97882,42,Male,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
90265,60,Male,1,0,0,Unknown,HOME,1,1,100,50,0,0,0,0,870,1
43210,42,Male,0,0,0,"$25,000-$49,999",HOME,0,1,0,0,0,0,0,0,0,0
