DonorPostalCode,DonorAge,GenderIdentity,IsAlumnusFlag,IsParentFlag,HasInvolvementFlag,WealthRating,PreferredAddressType,HasEmailFlag,ConsecutiveDonorYears,LastFiscalYearDonation,Donation2FiscalYearsAgo,Donation3FiscalYearsAgo,Donation4FiscalYearsAgo,Donation5FiscalYearsAgo,CurrentFiscalYearDonation,CumulativeDonationAmount,DonorIndicatorFlag.,Anomaly_Label,Anomaly_Score
46060,38,Female,0,0,0,Unknown,HOME,0,0,250,0,0,20,0,0,470,1,1,106.38138934982942
28541,42,Male,0,0,0,Unknown,HOME,0,5,0,0,0,1,70,70,150,1,1,53.87021440462252
44060,67,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,500,500,1,1,23.021728866442675
90265,25,Female,0,0,0,Unknown,HOME,0,0,400,0,0,0,0,0,400,1,1,42.567593307585526
47448,42,Female,0,0,0,Unknown,Unknown,0,1,0,0,40,0,0,0,300,1,1,27.622454633866266
73004,37,Male,1,0,1,Unknown,HOME,1,0,0,1000,0,30,0,0,1030,1,1,99.14131328563285
69219,42,Female,0,0,0,Unknown,HOME,0,8,0,0,0,0,0,0,6200,1,1,87.02298546935747
88323,42,Female,0,0,0,Unknown,HOME,0,1,0,0,50,50,0,0,100,1,1,30.822070014844883
31708,42,Male,0,0,1,Unknown,HOME,0,10,0,0,0,0,100,0,1035,1,1,51.78802950489621
32059,70,Male,1,0,0,Unknown,HOME,1,8,0,0,0,0,0,0,3575,1,1,41.30375285612676
70450,72,Female,1,0,0,Unknown,HOME,0,4,0,0,0,0,10,0,51351,1,1,1351.6648993001186
90265,42,Male,0,0,0,Unknown,HOME,0,11,0,0,0,5,0,0,22325,1,1,1205.4094739962848
90265,47,Female,1,0,0,Unknown,Unknown,0,2,0,0,1000,120,0,0,1120,1,1,94.47751055145346
22036,42,Male,0,0,0,"$250,000-$499,999",Unknown,1,0,0,0,300,0,0,0,300,1,1,64.82283548256741
4110,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,3750,3750,1,1,394.6340076577284
64156,82,Female,0,0,0,Unknown,HOME,0,2,0,625,3000,180,0,0,3805,1,1,876.1575200841456
83651,44,Male,1,0,0,Unknown,Unknown,1,0,0,0,0,180,0,60,240,1,1,70.76015828133795
75755,42,Male,0,0,0,Unknown,HOME,0,1,35,0,0,0,0,0,250,1,1,35.0
50423,42,Female,0,0,0,Unknown,HOME,0,11,0,0,0,0,0,0,10000,1,1,193.46317479044947
25630,72,Male,1,0,1,Unknown,Unknown,0,9,0,0,0,0,0,0,2215,1,1,34.75629439396553
77581,42,Female,0,1,0,Unknown,HOME,1,0,0,150,20,0,0,0,170,1,1,25.199206336708304
64402,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,13893,1,1,693.3837321425993
62655,42,Male,0,0,0,"$1,000,000-$2,499,999",Unknown,0,0,0,0,0,0,150,0,1044,1,1,70.46275611981126
72425,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,110,300,1,1,22.40535650240808
31821,98,Male,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,1,3000,1,1,55.02726596879042
16141,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,300,0,1500,1800,1,1,394.7264875834912
90265,55,Male,1,0,1,Unknown,HOME,1,5,1520,0,0,0,145,0,1665,1,1,431.08815803730914
90265,48,Female,1,0,1,Unknown,HOME,1,0,0,0,0,100,0,0,160,1,1,23.194827009486403
18503,70,Male,1,0,0,Unknown,HOME,1,1,0,0,90,0,0,100,344,1,1,99.11104882907858
2045,42,Female,0,0,0,Unknown,HOME,0,1,0,75,250,230,0,0,555,1,1,77.9487010796203
46917,91,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,3995,1,1,64.22616289332565
85309,31,Female,0,0,0,Unknown,HOME,0,0,0,300,250,145,0,0,695,1,1,122.70289320142373
74342,53,Female,1,0,1,Unknown,HOME,1,5,10000,3000,3300,0,0,5024,31500,1,1,8852.430513706391
93670,42,Female,1,0,1,Unknown,HOME,1,13,0,0,0,0,0,0,3635,1,1,37.376463182061514
2301,39,Female,1,0,1,Unknown,HOME,1,1,0,50,1,0,0,120,171,1,1,45.088801270381985
45020,42,Female,1,0,0,Unknown,HOME,1,0,0,0,0,40,0,0,675,1,1,40.01249804748511
90265,42,Female,0,0,0,"$1,000,000-$2,499,999",HOME,0,16,0,0,0,150,75,0,1890,1,1,151.8090906368917
77519,44,Female,1,0,0,Unknown,HOME,0,0,90,0,0,0,0,0,16550,1,1,380.85430285084084
92591,42,Male,0,0,0,"$50,000-$99,999",HOME,0,3,0,0,0,50,108,0,158,1,1,51.478150704935004
18612,49,Male,0,0,0,Unknown,HOME,1,0,80,0,0,0,60,0,140,1,1,58.18934610390462
56972,42,Female,1,0,1,Unknown,HOME,0,1,0,555,40,0,0,0,595,1,1,66.32495759516172
90265,42,Female,0,0,0,Unknown,HOME,0,4,0,0,90,195,0,0,285,1,1,86.94250974063263
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,1500,1500,1,1,50.22947341949744
28707,80,Male,0,0,0,Unknown,Unknown,0,0,108,0,0,45,0,0,153,1,1,47.77028364998475
90265,28,Male,1,0,1,Unknown,HOME,1,3,0,0,0,0,70,0,501,1,1,34.17601498127012
10250,42,Uknown,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,120,320,1,1,22.40535650240808
33975,42,Male,0,0,0,"$100,000-$249,999",HOME,0,15,0,0,8,0,240,0,3100,1,1,180.52700628991775
58620,42,Female,0,0,1,Unknown,HOME,0,3,0,120,75,0,0,0,195,1,1,23.280893453645632
9852,36,Female,1,0,1,Unknown,HOME,1,2,0,0,320,175,0,0,495,1,1,99.70957827611147
93116,42,Male,0,0,1,Unknown,HOME,0,11,0,15,0,0,25,0,927,1,1,31.352830813181765
6103,70,Male,0,0,0,Unknown,HOME,0,0,0,0,0,100,0,0,150,1,1,35.4682957019364
48138,39,Female,0,0,0,Unknown,HOME,0,0,0,365,100,0,0,0,465,1,1,43.12771730569565
90265,46,Male,1,0,1,"$100,000-$249,999",HOME,1,1,0,2427,100,1476,0,0,4003,1,1,1169.8431518797722
91382,66,Female,1,0,1,Unknown,HOME,1,3,0,0,0,0,0,0,1700,1,1,25.059928172283335
9590,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,50,1944,1,1,50.76416058598822
26276,42,Male,0,0,1,Unknown,HOME,0,1,100,120,90,0,0,0,310,1,1,94.08506789071261
92126,42,Male,0,0,0,Unknown,HOME,0,9,0,0,0,0,0,0,12015,1,1,294.55729493597676
75859,42,Male,0,0,0,"$250,000-$499,999",HOME,0,0,6000,3000,0,1154,0,0,45120,1,1,6795.038116155052
16134,42,Male,0,0,1,Unknown,HOME,0,1,0,0,0,120,0,0,1805,1,1,118.2201336490532
91357,42,Male,0,0,0,Unknown,HOME,0,9,0,0,0,10,0,0,1979,1,1,24.596747752497688
53947,24,Female,1,1,1,Unknown,HOME,1,2,0,0,100,200,0,0,300,1,1,90.15542135667715
28074,26,Male,0,0,0,"$100,000-$249,999",HOME,0,0,0,100,70,0,0,0,170,1,1,25.534290669607408
90265,58,Male,1,0,1,Unknown,HOME,0,3,0,0,0,0,45,0,120,1,1,23.600847442411894
89508,61,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,3500,1,1,48.877397639399746
36849,44,Female,0,0,0,Unknown,HOME,0,0,1500,0,501,153,0,0,2154,1,1,562.4553315597605
40201,56,Male,1,0,1,Unknown,Unknown,0,0,0,25,0,0,0,0,274,1,1,26.645825188948457
96915,42,Female,0,1,0,Unknown,HOME,0,20,0,0,0,0,0,0,4055,1,1,57.89645930452051
47104,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,50,200,1,1,25.03996805109783
29920,42,Female,0,1,0,Unknown,HOME,0,0,250,0,0,0,50,0,300,1,1,58.34380858325929
87501,86,Male,0,0,0,Unknown,HOME,0,0,0,0,0,1000,0,0,1000,1,1,44.01136216933077
44116,54,Male,0,0,0,Unknown,HOME,0,0,0,0,100,0,0,0,139,1,1,22.561028345356956
66201,42,Female,0,0,0,Unknown,HOME,1,1,0,458,276,120,0,0,854,1,1,159.2262541165872
90265,42,Male,1,0,0,Unknown,HOME,1,0,2463,0,43,0,0,0,54821,1,1,4027.336837166715
88516,42,Female,0,0,0,Unknown,HOME,0,1,0,0,100,0,0,165,265,1,1,91.92388155425118
29453,85,Male,1,0,1,Unknown,HOME,0,8,0,0,0,0,3000,0,3000,1,1,694.7481558089953
15680,63,Male,1,0,1,"$25,000-$49,999",HOME,0,11,0,0,0,0,0,0,2930,1,1,27.055498516937366
37873,34,Female,0,0,0,"$25,000-$49,999",HOME,1,0,195,0,0,0,0,100,295,1,1,80.0
48439,42,Male,1,0,1,Unknown,HOME,1,11,0,0,0,0,100,0,541,1,1,26.92582403567252
52157,42,Female,0,0,0,Unknown,HOME,0,13,0,0,0,0,175,0,1428,1,1,67.67569726275453
25287,42,Female,0,0,0,Unknown,Unknown,0,10,0,0,0,0,65,0,390,1,1,25.337718918639855
36556,61,Male,1,1,0,Unknown,HOME,0,0,0,25,0,0,0,0,210,1,1,25.92296279363144
87029,42,Female,0,0,1,Unknown,HOME,0,9,0,0,0,0,50,0,24175,1,1,926.3643991432314
90265,42,Male,0,0,0,Unknown,HOME,0,3,240,0,0,0,0,50,290,1,1,61.212743771211564
94528,42,Female,1,0,1,Unknown,HOME,1,10,0,0,0,0,0,0,2125,1,1,25.079872407968907
31014,42,Female,0,0,0,Unknown,HOME,0,8,0,0,0,0,100,0,540,1,1,26.570660511172846
90265,42,Male,0,0,0,Unknown,BUSN,0,0,0,0,0,0,10,60,175,1,1,26.962937525425527
30417,42,Male,0,0,0,Unknown,HOME,0,4,0,0,0,0,460,0,460,1,1,30.347981810987037
30620,85,Female,0,0,0,Unknown,HOME,0,0,1,0,0,0,0,0,2254,1,1,43.034869582700026
12345,73,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,500,500,1,1,29.017236257093817
54919,32,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,2425,1,1,22.38302928559939
4762,42,Male,0,0,0,Unknown,HOME,0,10,0,0,0,0,652,0,915,1,1,191.9505144562004
44230,42,Female,0,0,1,Unknown,HOME,0,6,0,0,0,0,40,1000,1040,1,1,56.02677931132576
64158,28,Female,0,0,0,Unknown,HOME,0,0,0,50,0,0,0,25,75,1,1,29.13760456866693
75604,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,80,0,0,180,1,1,22.38302928559939
32867,42,Female,0,0,0,"$25,000-$49,999",HOME,0,12,0,10,0,0,0,0,26138,1,1,809.6980918836354
71831,68,Female,0,0,0,Unknown,HOME,0,0,0,0,0,5000,3000,0,8000,1,1,4179.679533169978
72457,42,Male,1,0,0,Unknown,HOME,0,0,1,104,255,45,0,0,405,1,1,64.00781202322104
45863,42,Male,0,0,0,Unknown,HOME,0,0,0,200,369,0,0,0,569,1,1,110.78808600206071
58223,42,Male,0,0,0,Unknown,HOME,0,1,0,0,1500,270,0,0,1770,1,1,613.7817201579076
90265,26,Male,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,21120,1,1,552.382114120289
90265,42,Male,0,0,0,Unknown,HOME,0,8,0,0,0,0,36,0,950,1,1,36.05551275463989
50527,65,Male,0,0,0,Unknown,HOME,0,0,400,0,0,0,0,120,520,1,1,145.3616180427282
33662,42,Male,0,0,0,Unknown,HOME,0,16,0,0,0,0,0,0,12850,1,1,164.19500601419034
92226,59,Male,1,0,1,Unknown,HOME,1,10,130,0,0,0,0,0,415,1,1,53.0659966456864
72003,42,Female,0,0,0,Unknown,HOME,0,10,0,0,70,0,0,0,724,1,1,48.27007354458868
28760,30,Unknown,1,1,0,Unknown,Unknown,0,0,0,0,0,375,0,0,375,1,1,43.32435804486894
29839,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,1500,1500,1,1,50.22947341949744
39304,42,Male,0,0,0,Unknown,HOME,0,1,0,0,250,100,0,0,350,1,1,61.652250567193406
33994,42,Male,0,1,1,Unknown,HOME,0,1,0,200,200,0,0,0,400,1,1,28.407745422683583
28163,70,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,725,1,1,26.057628441590765
84412,78,Male,0,0,1,Unknown,OTR,1,1,0,0,120,0,0,0,120,1,1,28.407745422683583
63033,42,Male,0,1,0,Unknown,HOME,1,0,0,0,0,0,5000,0,5000,1,1,254.38749969288978
35021,42,Female,0,0,0,Unknown,HOME,0,1,150,0,0,25,0,0,175,1,1,30.903074280724887
90265,27,Female,0,0,0,"$1-$24,999",HOME,1,0,470,0,0,0,0,0,523,1,1,40.69397989875161
86325,42,Male,0,0,0,Unknown,Unknown,0,2,0,100,145,0,0,100,345,1,1,84.49260322655469
17042,42,Unknown,0,0,0,Unknown,HOME,0,2,100,295,0,0,0,0,395,1,1,122.68251709188233
14530,42,Male,0,0,0,Unknown,HOME,1,15,0,0,0,0,100,0,133,1,1,21.97726097583591
50169,40,Female,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,120,255,1,1,39.91240408695021
67439,48,Male,0,0,0,"$100,000-$249,999",HOME,1,0,0,0,0,0,0,0,60000,1,1,1807.1073570764963
90265,90,Male,0,0,1,Unknown,HOME,0,15,0,0,0,0,75,0,5255,1,1,90.13323471394999
90265,53,Male,1,1,0,Unknown,HOME,1,1,0,0,25,0,0,30,55,1,1,29.49576240750525
77026,42,Female,1,0,1,Unknown,HOME,0,2,0,25,0,0,0,50,75,1,1,25.079872407968907
70804,41,Male,1,0,1,Unknown,HOME,1,0,200,0,0,0,0,25,225,1,1,31.352830813181765
79045,42,Female,1,0,0,Unknown,HOME,0,1,75,0,144,0,0,0,219,1,1,70.87312607751969
30157,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,2909,1,1,22.494443758403985
16352,42,Male,0,1,0,"$1,000,000-$2,499,999",HOME,0,0,0,0,1000,0,0,0,1000,1,1,141.42842712835352
64021,42,Female,0,0,0,Unknown,HOME,1,1,50,25,0,0,0,0,100,1,1,27.53179979587241
31762,42,Male,0,0,1,Unknown,HOME,0,1,120,0,0,0,0,0,913,1,1,81.12952606788727
56721,42,Female,1,0,1,Unknown,HOME,1,30,0,165,150,0,15,0,410,1,1,68.0808343074613
57729,42,Male,0,0,1,Unknown,HOME,1,6,428,0,0,0,0,0,1500,1,1,362.1919380659929
95831,42,Male,0,0,0,Unknown,HOME,0,1,0,200,260,0,0,0,460,1,1,74.83314773547883
92332,80,Male,0,0,0,Unknown,HOME,0,0,40,0,0,0,60,0,115,1,1,55.389529696504916
34692,42,Female,0,0,0,Unknown,HOME,0,0,10000,0,0,0,0,0,10820,1,1,5440.504939801084
29813,42,Female,0,0,0,Unknown,HOME,0,0,1,35,0,0,0,1500,1536,1,1,53.3572862878164
29126,42,Male,0,0,0,Unknown,BUSN,0,0,0,50,0,0,0,0,397,1,1,30.166206257996713
64874,42,Male,1,0,1,Unknown,HOME,1,15,25,0,0,0,50,0,505,1,1,37.094473981982816
90265,42,Female,0,0,0,Unknown,HOME,0,1,100,0,0,0,0,0,305,1,1,28.635642126552707
66609,42,Female,0,0,1,Unknown,HOME,0,1,0,0,100,0,0,0,150,1,1,21.283796653792763
90265,42,Uknown,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,110,1005,1,1,65.7723346096214
75051,53,Male,1,0,0,Unknown,Unknown,1,1,0,0,0,0,0,0,4530,1,1,57.59340239992772
65459,42,Male,0,0,1,Unknown,HOME,0,10,0,0,0,0,184,0,6442,1,1,205.01463362404158
90265,42,Female,0,0,0,Unknown,HOME,0,1,45,0,180,0,0,0,225,1,1,55.226805085936306
85920,63,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,40260,1,1,2345.651934963924
79010,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,2785,1,1,30.083217912982647
97283,71,Male,1,0,0,Unknown,HOME,1,12,0,0,0,0,135,0,8850,1,1,145.58159224297555
65067,42,Male,0,0,0,"$50,000-$99,999",HOME,0,0,96,0,0,0,0,0,260,1,1,34.36568055487916
85009,74,Male,0,0,1,Unknown,HOME,1,3,0,0,100,0,0,0,175,1,1,32.09361307176243
90265,26,Female,0,0,0,Unknown,Unknown,0,0,40,0,0,40,0,0,80,1,1,40.29888335921977
86320,42,Male,0,0,0,Unknown,HOME,0,1,0,0,200,0,0,0,290,1,1,64.03124237432849
89002,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,34605,1,1,1429.059480917432
15081,42,Female,0,0,0,Unknown,HOME,0,3,0,0,50,0,170,0,384,1,1,65.71909920259102
30067,42,Female,1,0,1,"$1-$24,999",BUSN,0,5,10000000,200,199842,0,232,300,10200574,1,1,12617083.083320923
64689,42,Female,0,0,1,Unknown,Unknown,0,2,180,0,20,0,0,0,200,1,1,25.436194683953808
15273,42,Male,0,0,0,Unknown,Unknown,0,0,25,0,0,0,0,0,210,1,1,25.0
75946,42,Female,0,0,0,Unknown,HOME,0,3,0,0,0,0,25,0,625,1,1,25.199206336708304
82225,42,Male,0,0,0,Unknown,HOME,0,0,0,5000,5000,200,0,0,10200,1,1,5473.1162055998775
21532,42,Male,0,0,0,Unknown,HOME,1,1,0,0,30,0,0,70,600,1,1,60.18305409332431
88546,65,Male,0,0,0,Unknown,HOME,0,0,0,0,0,35,0,0,102,1,1,22.759613353482084
90265,38,Female,1,0,1,Unknown,HOME,1,5,0,0,0,0,40,0,490,1,1,31.400636936215164
50257,42,Male,1,0,1,Unknown,HOME,1,4,0,0,1,0,40,0,226,1,1,22.40535650240808
98950,33,Male,1,0,1,Unknown,HOME,1,1,0,100,360,150,0,3000,3610,1,1,643.2604449210288
921,42,Male,0,0,0,Unknown,HOME,0,1,0,100,80,0,0,0,230,1,1,30.01666203960727
77619,42,Female,0,0,0,Unknown,HOME,0,34,0,0,0,0,80,0,708,1,1,42.95346318982906
18518,29,Female,1,0,1,Unknown,HOME,1,0,50,0,0,0,0,0,30055,1,1,956.9498419457522
48661,42,Female,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,75,1500,1,1,56.789083458002736
26629,42,Female,1,0,1,Unknown,HOME,0,1,340,50,0,0,0,0,390,1,1,64.82283548256741
90265,42,Female,0,0,1,Unknown,HOME,0,2,0,25,0,0,0,60,85,1,1,30.364452901377952
53957,42,Male,0,0,0,Unknown,HOME,1,1,0,180,80,0,0,0,260,1,1,25.534290669607408
3258,32,Female,0,0,0,Unknown,HOME,0,0,0,0,0,100,0,0,500,1,1,56.79788728465171
21810,42,Female,0,0,0,Unknown,BUSN,0,1,0,0,0,0,0,725,725,1,1,35.90264614203248
18763,71,Male,1,0,1,Unknown,BUSN,1,1,0,0,0,0,0,145,145,1,1,26.057628441590765
28804,24,Male,1,0,1,Unknown,HOME,0,4,0,0,0,0,100,0,210,1,1,28.035691537752374
38765,77,Male,1,0,1,Unknown,Unknown,0,7,0,0,0,0,50,0,659,1,1,43.965895873961216
8021,53,Male,1,0,0,Unknown,HOME,1,0,0,0,0,40,0,0,275,1,1,27.367864366808018
90265,62,Male,1,0,1,Unknown,HOME,1,0,50,0,0,120,0,0,170,1,1,54.120236510939236
5486,54,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,96,0,600,1,1,52.25897052181568
29665,42,Male,0,0,0,Unknown,Unknown,0,0,0,100,100,0,0,0,1200,1,1,103.0824912388132
95543,42,Male,0,0,0,Unknown,HOME,1,1,0,144,120,0,0,0,264,1,1,25.199206336708304
79938,42,Female,0,0,0,Unknown,Unknown,0,1,0,0,1,0,0,0,50000,1,1,1635.1920376518472
51010,42,Female,0,0,0,Unknown,HOME,0,3,0,0,0,0,0,48,975,1,1,43.87482193696061
30596,42,Female,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,17000,1,1,458.9172038614373
27351,42,Male,0,0,0,Unknown,HOME,1,1,0,120,0,0,0,0,300,1,1,67.08949247087803
74194,42,Male,0,0,0,"$1-$24,999",Unknown,0,2,0,2020,1000,0,0,0,3020,1,1,905.5412745976851
13129,42,Female,1,0,1,"$250,000-$499,999",HOME,1,12,0,0,0,0,10,0,2164,1,1,22.02271554554524
53023,42,Female,0,1,0,Unknown,HOME,0,0,125,0,0,0,0,0,210,1,1,25.534290669607408
90265,42,Male,0,0,1,Unknown,HOME,0,0,0,1200,0,3000,2600,0,23036,1,1,4214.942348360177
37365,30,Male,0,0,1,Unknown,HOME,1,4,0,0,0,25,200,0,225,1,1,34.61213659975356
56050,42,Male,0,0,0,Unknown,HOME,0,1,0,0,25,90,0,0,115,1,1,27.294688127912362
19403,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,3030,3030,1,1,43.58898943540674
17053,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,120,0,0,175,1,1,29.715315916207253
90265,42,Male,0,0,0,Unknown,HOME,0,8,0,0,0,0,100,0,1060,1,1,54.120236510939236
18914,42,Male,0,0,1,Unknown,HOME,0,2,0,0,0,100,0,0,3545,1,1,104.58011283222064
90265,46,Male,0,0,0,Unknown,HOME,0,0,0,1525,0,200,0,50,1775,1,1,304.8786643896224
98198,42,Female,0,0,0,Unknown,HOME,0,3,0,0,0,0,100,0,971,1,1,52.08646657242167
6785,22,Male,0,0,0,Unknown,CAMP,1,0,0,0,0,30,0,2500,2530,1,1,53.76802023508026
53026,42,Male,0,0,1,Unknown,HOME,0,3,0,690,1183,500,0,0,2373,1,1,627.6591431660978
97346,59,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,15,1338,1,1,22.759613353482084
96795,42,Male,0,0,0,"$100,000-$249,999",HOME,0,15,0,0,0,0,100,0,1167,1,1,53.38539126015655
67831,42,Female,0,0,0,Unknown,HOME,0,1,50,40,0,0,0,0,90,1,1,24.698178070456937
48217,42,Female,0,0,0,"$100,000-$249,999",HOME,0,15,0,0,0,1,200,0,990,1,1,102.49878048055011
62468,35,Female,1,1,1,Unknown,HOME,1,0,0,360,25,0,0,0,385,1,1,44.76605857119878
18336,58,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,3842,1,1,36.68787265568828
30623,50,Female,1,0,1,Unknown,HOME,1,1,0,1,100,0,0,0,175,1,1,25.11971337416094
90265,42,Female,0,0,0,Unknown,HOME,0,0,0,1500,150,0,0,0,1650,1,1,212.41939647781697
1010,30,Male,1,0,1,Unknown,Unknown,1,0,0,0,0,0,0,0,9600,1,1,223.22634253152114
32709,53,Female,0,0,0,Unknown,Unknown,1,0,0,250,340,230,0,0,820,1,1,126.33289357883005
68464,42,Female,0,0,0,Unknown,HOME,0,1,120,0,90,0,0,0,210,1,1,51.19570294468082
31320,42,Female,0,0,0,Unknown,HOME,0,1,1635,0,1010,375,0,0,17380,1,1,2045.295333197629
76308,42,Female,1,0,1,"$250,000-$499,999",Unknown,0,16,0,0,0,0,0,0,2818,1,1,25.436194683953808
28301,42,Male,1,0,0,Unknown,Unknown,0,1,0,180,150,0,0,0,550,1,1,113.07519621915321
41074,42,Male,0,0,0,"$500,000-$999,999",HOME,0,7,0,0,0,3000,6000,0,10114,1,1,4179.679533169978
26588,42,Female,0,0,0,"$1-$24,999",HOME,0,11,0,0,5,0,0,0,2125,1,1,25.553864678361276
95222,42,Male,1,0,1,Unknown,BUSN,1,2,0,120,130,0,0,0,250,1,1,23.043437243605826
15551,42,Female,0,0,0,Unknown,HOME,1,1,0,0,3,0,0,100,300,1,1,28.495613697550013
64197,42,Male,0,0,0,"$50,000-$99,999",HOME,0,1,0,180,220,0,0,0,400,1,1,33.090784215548595
90265,87,Male,1,0,1,Unknown,Unknown,1,5,0,0,0,0,296,0,296,1,1,45.50824101193101
90265,87,Male,1,0,1,Unknown,HOME,1,10,0,0,0,0,0,0,12295,1,1,110.56219968868203
37181,42,Female,1,0,0,"$50,000-$99,999",HOME,0,0,0,0,0,0,0,0,10580,1,1,89.46507698538016
61739,36,Male,1,0,0,Unknown,HOME,1,3,0,0,0,0,481,0,481,1,1,27.568097504180443
27923,42,Male,0,0,0,Unknown,HOME,0,1,0,366,0,0,0,50,416,1,1,74.3370701601832
49119,42,Female,1,0,1,Unknown,HOME,0,0,1000,0,2505,0,0,0,3505,1,1,706.8882514230944
60071,42,Male,0,0,0,Unknown,HOME,0,9,0,0,0,0,0,0,19250,1,1,1319.2319735361177
28125,28,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,3750,3750,1,1,394.8860595159064
48081,30,Female,0,0,0,Unknown,HOME,0,0,1020,0,1967,150,0,0,3137,1,1,534.7382537279337
83252,71,Male,0,0,1,Unknown,HOME,0,4,0,0,0,0,600,75,675,1,1,98.5393322486001
68457,42,Female,1,0,0,Unknown,Unknown,0,1,1954,0,0,0,0,100,157850,1,1,37391.22776802067
90265,42,Male,0,0,0,Unknown,HOME,0,2,108,0,0,0,0,0,1050,1,1,79.6994353806851
84082,19,Female,0,0,0,Unknown,HOME,0,0,0,200,0,95,0,0,295,1,1,110.71133636624572
4535,42,Male,0,0,0,Unknown,HOME,0,3,0,600,0,0,100,0,700,1,1,141.46377628212815
58489,42,Female,0,0,0,"$1-$24,999",HOME,0,15,0,100,250,212,0,45,1910,1,1,293.2950732624058
90265,22,Unknown,1,1,0,Unknown,Unknown,0,0,0,20,0,0,0,100,120,1,1,24.61706725018234
95612,42,Male,1,1,1,Unknown,HOME,1,3,25,0,3010,0,250,0,3285,1,1,578.3225743475695
75121,36,Female,0,0,0,Unknown,HOME,0,0,0,0,0,200,0,0,775,1,1,99.9799979995999
24063,5,Male,0,0,0,Unknown,HOME,0,0,0,1,0,100,0,0,270,1,1,43.89760813529594
36071,42,Male,1,0,1,Unknown,HOME,1,2,0,25,0,0,0,0,300,1,1,25.019992006393608
23909,37,Female,0,0,0,Unknown,HOME,0,0,0,0,0,216,0,0,216,1,1,22.627416997969522
29230,42,Male,0,0,0,Unknown,HOME,0,1,0,400,85,0,0,0,485,1,1,43.12771730569565
60123,42,Male,0,0,1,"$100,000-$249,999",HOME,1,8,40,0,0,0,0,0,720,1,1,40.22437072223753
79411,37,Female,1,0,1,Unknown,HOME,1,4,0,0,0,0,100,0,144,1,1,25.67099530598687
91423,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,60,0,0,120,1,1,22.40535650240808
14884,42,Male,0,0,1,Unknown,HOME,0,3,0,0,0,50,100,0,150,1,1,49.54795656734998
38109,42,Female,0,0,0,Unknown,HOME,0,3,0,1,50,0,4800,0,4851,1,1,338.64435622050456
85291,48,Female,1,0,1,Unknown,HOME,1,1,0,0,1000,230,0,0,1230,1,1,99.1917335265394
12140,42,Male,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,450,450,1,1,35.38361202590826
13166,42,Male,0,1,1,Unknown,HOME,0,3,0,0,100,52,0,0,152,1,1,52.08646657242167
33631,42,Male,1,0,1,Unknown,HOME,0,1,25,0,100,0,0,0,125,1,1,30.066592756745816
36064,42,Male,0,0,0,Unknown,HOME,0,7,0,25000,0,500,0,0,25500,1,1,20740.796754223305
90265,42,Male,0,0,1,Unknown,HOME,0,0,100,120,190,0,0,0,410,1,1,114.03508232118746
90265,54,Female,0,0,0,Unknown,HOME,1,0,4900,11380,0,200,0,0,16480,1,1,8032.72693423597
15544,42,Female,0,0,0,Unknown,HOME,0,4,56,0,0,0,125,0,181,1,1,57.07889277132134
16140,42,Female,1,0,0,Unknown,HOME,0,14,0,240,0,250,0,0,2155,1,1,315.705559026128
90265,42,Male,1,0,0,Unknown,Unknown,0,0,0,3606,1183,400,0,0,5189,1,1,2034.7009608293795
