DonorPostalCode,DonorAge,GenderIdentity,IsAlumnusFlag,IsParentFlag,HasInvolvementFlag,WealthRating,PreferredAddressType,HasEmailFlag,ConsecutiveDonorYears,LastFiscalYearDonation,Donation2FiscalYearsAgo,Donation3FiscalYearsAgo,Donation4FiscalYearsAgo,Donation5FiscalYearsAgo,CurrentFiscalYearDonation,CumulativeDonationAmount,DonorIndicatorFlag.,Anomaly_Label,Anomaly_Score
97330,44,Male,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,85,85,1,0,7.416198487095663
46991,41,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
42287,42,Male,0,0,0,Unknown,HOME,1,3,0,0,0,0,0,0,644,1,0,4.47213595499958
56556,42,Female,0,0,1,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
50216,42,Male,0,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,30,1,0,0.0
90265,42,Male,0,0,0,Unknown,Unknown,0,3,0,0,0,0,0,0,0,0,0,0.0
55955,47,Male,1,0,1,Unknown,HOME,1,1,0,50,0,0,0,0,50,1,0,4.58257569495584
78586,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,20,1,0,0.0
62721,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
46915,42,Male,0,0,1,Unknown,Unknown,0,0,0,0,0,0,0,0,200,1,0,0.0
90265,30,Male,1,0,1,Unknown,OTR,1,0,0,0,0,0,0,0,0,0,0,0.0
91308,42,Female,0,0,1,Unknown,HOME,1,5,0,0,20,0,0,0,65,1,0,10.816653826391969
3102,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,1350,1,0,6.4031242374328485
8328,71,Female,0,0,0,Unknown,HOME,1,0,0,1,0,0,0,0,1,1,0,1.7320508075688772
49518,82,Male,0,0,0,"$25,000-$49,999",HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
28258,42,Uknown,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
35266,36,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
42786,42,Male,0,1,0,Unknown,HOME,1,1,0,0,50,0,0,0,50,1,0,1.0
24884,36,Male,1,0,1,Unknown,HOME,1,0,75,0,0,0,0,0,75,1,0,6.0
28135,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,1,0,0,30,1,0,1.0
17098,42,Female,0,0,0,Unknown,HOME,0,4,0,0,0,0,0,0,84,1,0,2.449489742783178
70519,42,Female,0,1,0,Unknown,HOME,0,3,0,0,0,0,0,0,0,0,0,1.0
12845,80,Male,0,0,1,"$25,000-$49,999",HOME,0,0,0,0,0,0,0,0,3380,1,1,49.25444142409901
65463,42,Female,0,0,1,Unknown,HOME,0,5,0,0,0,0,0,0,0,0,0,0.0
63401,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,240,1,0,0.0
20630,42,Female,0,0,1,Unknown,HOME,0,3,0,0,0,0,0,0,641,1,0,3.3166247903554
15069,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,178,1,0,2.0
73762,16,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
2745,42,Female,0,1,0,Unknown,BUSN,1,0,40,0,0,0,0,0,40,1,0,1.4142135623730951
61870,60,Male,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1.0
15143,42,Male,0,0,0,Unknown,HOME,0,1,0,0,100,0,0,0,100,1,0,0.0
44212,42,Male,0,0,1,Unknown,HOME,0,0,0,60,0,0,0,0,250,1,1,33.555923471125034
92406,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
46802,42,Female,0,0,0,Unknown,Unknown,0,1,0,0,35,0,96,0,131,1,1,37.907782842049734
48707,32,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,25,1,0,1.0
89084,49,Female,1,0,0,Unknown,HOME,1,0,1,0,0,0,0,0,1,1,0,1.7320508075688772
90265,42,Female,0,0,0,Unknown,HOME,0,5,0,0,0,0,0,0,10,1,0,1.0
39345,42,Uknown,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,7,1,0,1.0
90265,79,Male,0,0,0,"$50,000-$99,999",HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
46540,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,100,100,1,0,0.0
73008,42,Female,0,0,1,"$1-$24,999",HOME,0,1,1300,0,25,0,0,0,1325,1,1,266.9288294658335
13692,28,Male,1,0,1,Unknown,HOME,1,3,0,0,80,0,0,0,80,1,0,14.142135623730951
34230,32,Female,0,0,0,"$1-$24,999",CAMP,1,0,0,0,0,0,0,0,0,0,0,0.0
79561,18,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,1.0
79118,34,Female,1,0,0,"$500,000-$999,999",HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
32335,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,117,1,0,1.4142135623730951
88562,47,Female,0,0,0,Unknown,CAMP,1,0,0,0,0,0,0,20,20,1,0,5.196152422706632
28309,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,65,1,0,0.0
13444,42,Male,0,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,0,0,0,0.0
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,100,0,0,0,100,1,0,0.0
31416,42,Female,0,0,0,"$1-$24,999",HOME,1,6,0,0,0,100,25,0,125,1,1,26.229754097208
76653,32,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,90,1,0,2.6457513110645907
48076,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,175,1,0,1.4142135623730951
83213,42,Female,0,0,0,Unknown,HOME,0,5,0,0,0,0,0,0,0,0,0,0.0
90062,42,Male,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,10,1,0,0.0
79914,27,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
65495,22,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
90265,26,Female,0,0,0,Unknown,CAMP,1,0,0,0,0,0,0,0,0,0,0,0.0
89120,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,675,1,0,1.7320508075688772
28304,42,Male,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
90265,48,Female,1,0,1,Unknown,BUSN,1,1,0,0,0,0,0,0,1,1,0,1.7320508075688772
72022,50,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
29138,42,Female,0,1,0,Unknown,HOME,1,1,0,2,0,0,0,0,20,1,0,2.23606797749979
22849,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
54982,42,Male,0,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,464,1,0,2.0
21610,42,Uknown,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,65,1,0,1.0
90265,42,Female,0,0,1,"$100,000-$249,999",HOME,1,0,0,0,0,0,0,0,10,1,0,1.0
73442,42,Female,0,0,0,Unknown,HOME,1,2,0,0,0,0,0,0,50,1,0,1.0
72436,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,254,1,0,1.0
37352,35,Female,1,0,1,Unknown,HOME,1,0,0,0,0,60,25,0,85,1,1,26.0
59461,42,Female,0,1,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
42322,42,Female,1,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,1,1,0,1.0
77290,42,Male,0,0,0,Unknown,CAMP,1,0,1,0,0,25,0,0,26,1,0,1.7320508075688772
61110,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
90804,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,20,1,0,0.0
90265,42,Female,0,0,0,"$25,000-$49,999",HOME,0,2,0,0,230,100,0,0,330,1,1,88.31760866327846
47317,42,Male,0,1,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0.0
28675,59,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,5,1,0,3.0
40221,35,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
9138,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,120,120,1,0,0.0
54822,42,Female,1,0,1,Unknown,HOME,0,4,0,0,0,0,0,0,0,0,0,0.0
53078,26,Female,0,0,0,Unknown,CAMP,1,0,750,0,0,0,0,0,750,1,1,72.49827584156743
71496,63,Male,0,0,0,"$25,000-$49,999",HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
83111,42,Female,0,0,0,Unknown,HOME,0,4,0,0,0,0,0,0,0,0,0,0.0
69145,42,Female,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0.0
44280,42,Uknown,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
18979,38,Female,1,0,0,Unknown,HOME,1,3,0,0,0,0,150,0,2060,1,1,124.8559169603107
41534,29,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,50,1,0,1.0
25088,42,Female,0,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,65,1,0,1.0
63114,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
74943,42,Female,0,0,0,"$50,000-$99,999",HOME,0,1,0,0,0,260,0,0,260,1,0,14.142135623730951
1073,52,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,5,1,0,1.7320508075688772
26612,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,150,0,0,150,1,0,1.0
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
97021,42,Female,0,0,1,"$25,000-$49,999",HOME,1,0,8500,0,0,0,0,5000,22960,1,1,7652.58165588581
25081,56,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,165,1,0,6.244997998398398
32033,42,Uknown,0,0,0,Unknown,HOME,0,1,0,0,105,0,0,0,105,1,0,5.656854249492381
94941,21,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
17758,58,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,5,1,0,2.449489742783178
32440,42,Female,0,1,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
98492,42,Female,1,0,0,Unknown,Unknown,1,0,0,0,0,0,0,0,160,1,0,1.4142135623730951
20039,30,Female,1,0,1,Unknown,Unknown,1,0,0,0,0,25,0,100,125,1,1,30.854497241083024
14707,46,Male,1,0,1,Unknown,HOME,1,6,0,0,0,0,0,0,25,1,0,4.123105625617661
94406,42,Male,0,0,0,Unknown,HOME,0,6,0,0,0,0,0,0,355,1,0,5.0
32886,50,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
78385,47,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
62239,42,Male,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
98571,71,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,25,1,0,1.4142135623730951
54150,42,Female,0,1,0,"$1-$24,999",BUSN,0,0,0,0,0,0,0,0,0,0,0,0.0
1901,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
61610,42,Male,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,100,100,1,0,1.0
4092,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
72745,22,Unknown,0,0,0,"$1,000,000-$2,499,999",HOME,0,0,5,0,0,0,0,0,500,1,0,5.196152422706632
43070,41,Uknown,0,0,1,Unknown,HOME,1,5,0,0,0,0,200,0,200,1,0,1.7320508075688772
18851,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,150,1,0,0.0
25630,49,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,200,1,0,4.58257569495584
71820,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0,0,0.0
48448,31,Female,0,0,1,Unknown,HOME,1,7,0,0,0,0,400,0,400,1,0,11.269427669584644
42755,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
5647,42,Male,0,0,0,Unknown,HOME,0,1,0,1,0,0,0,0,1,1,0,0.0
90265,42,Male,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,6910,1,1,153.710767352193
4259,45,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
72335,35,Male,1,0,1,Unknown,Unknown,1,1,0,0,0,0,100,0,100,1,0,5.5677643628300215
20902,32,Male,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
28266,42,Male,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,985,1,0,5.477225575051661
97476,42,Male,0,0,0,Unknown,HOME,0,9,0,0,0,0,0,0,530,1,0,7.0710678118654755
15930,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,100,100,1,0,0.0
90265,42,Male,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
13755,31,Female,1,0,1,Unknown,HOME,1,1,0,0,100,0,0,1,270,1,1,32.03123475609393
99206,74,Male,0,0,0,Unknown,HOME,0,0,0,0,0,105,0,0,105,1,0,7.416198487095663
19064,42,Male,0,1,1,Unknown,HOME,1,3,0,0,0,120,0,0,120,1,0,2.449489742783178
78767,42,Male,0,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0.0
90265,42,Male,0,0,0,Unknown,HOME,0,0,0,30,0,0,0,0,30,1,0,1.0
28432,54,Male,1,0,1,Unknown,HOME,1,3,0,0,0,0,35,0,35,1,0,8.366600265340756
42758,42,Unknown,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
67880,42,Male,0,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0.0
47116,78,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,175,1,0,7.0
51560,42,Female,0,0,0,Unknown,HOME,0,3,0,0,0,0,0,0,810,1,0,3.0
27031,42,Male,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
99361,70,Male,0,0,0,Unknown,HOME,1,0,120,0,0,0,0,0,120,1,0,13.0
25028,42,Male,0,0,1,Unknown,HOME,1,12,0,0,0,0,50,0,133,1,1,23.558437978779494
70549,45,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,1,1,0,1.4142135623730951
28019,42,Male,0,0,0,Unknown,HOME,1,6,0,0,0,0,0,0,0,0,0,1.0
95404,73,Male,1,0,1,Unknown,HOME,0,1,0,0,0,0,0,0,35,1,0,3.4641016151377544
37722,42,Female,0,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,0,0,0,0.0
88525,27,Female,1,0,0,Unknown,HOME,0,0,0,450,1065,135,0,0,1650,1,1,575.7082594509133
44851,42,Uknown,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
56387,39,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,444,1,0,4.358898943540674
49329,42,Female,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,15,1,0,0.0
7088,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
66637,42,Male,0,0,0,Unknown,HOME,1,20,0,0,0,0,120,0,1463,1,1,45.0111097397076
90265,34,Male,1,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,1.0
90265,42,Male,0,0,0,Unknown,HOME,1,2,0,0,0,0,0,0,300,1,0,1.0
91773,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,150,1,0,0.0
77335,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
99661,45,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
50051,39,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
81502,42,Female,0,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
95333,74,Female,0,0,0,Unknown,CAMP,1,0,0,0,0,0,0,0,0,0,0,0.0
23431,42,Female,0,0,0,Unknown,HOME,0,0,1,0,0,0,0,0,26,1,0,1.4142135623730951
83202,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,10,1,0,0.0
90265,42,Female,0,1,1,Unknown,HOME,1,2,0,0,0,1,0,0,1,1,0,1.4142135623730951
90265,42,Male,1,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
30228,42,Male,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,96,96,1,0,5.656854249492381
24902,31,Male,0,0,0,Unknown,CAMP,1,0,0,0,0,0,0,0,0,0,0,0.0
95948,41,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
90265,42,Male,0,0,1,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
21641,42,Male,0,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,50,1,0,0.0
9626,42,Male,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,240,1,0,1.0
61759,84,Female,0,0,1,Unknown,HOME,0,3,0,1,0,0,375,0,376,1,1,42.22558466143482
49958,42,Male,0,0,0,Unknown,BUSN,1,0,0,0,0,0,0,0,150,1,0,1.0
90265,42,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
99646,42,Female,0,1,1,Unknown,Unknown,0,1,0,0,0,0,0,0,1,1,0,1.0
55384,59,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
96562,42,Female,0,0,0,Unknown,BUSN,0,1,0,0,0,5,0,0,85,1,0,5.0
70825,30,Male,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,168,1,0,4.47213595499958
20405,64,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
90265,48,Female,1,0,1,Unknown,HOME,0,8,0,0,0,0,85,0,811,1,1,54.30469592954186
90265,42,Female,1,0,1,Unknown,HOME,1,1,0,0,0,0,100,0,175,1,0,21.0
9720,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
40467,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
70003,42,Male,0,0,0,Unknown,HOME,0,1,250,0,0,0,0,0,250,1,0,1.4142135623730951
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
90265,42,Male,0,0,0,Unknown,HOME,1,0,40,50,0,0,0,0,90,1,0,20.591260281974
76637,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
51461,64,Female,0,0,0,Unknown,HOME,0,0,100,0,0,0,0,0,100,1,0,3.1622776601683795
90265,32,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,5800,1,1,93.92017887546851
27970,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,31,31,1,0,2.23606797749979
11731,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,1157,1,0,3.1622776601683795
90265,42,Unknown,0,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,230,1,0,1.0
28702,42,Female,0,1,1,Unknown,HOME,0,2,0,0,0,0,0,0,5,1,0,1.4142135623730951
81505,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
8724,54,Male,1,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,190,1,0,5.291502622129181
1529,42,Uknown,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,220,1,0,1.0
90265,50,Female,0,0,0,"$25,000-$49,999",HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
90265,29,Male,0,0,0,Unknown,BUSN,1,0,0,0,0,0,0,0,15,1,0,1.0
71674,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
91343,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,84,1,0,0.0
4279,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,200,1,0,0.0
90265,52,Male,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,35,1,0,3.0
32456,42,Male,0,0,1,Unknown,BUSN,0,1,0,0,0,0,0,0,30,1,0,0.0
90265,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,240,1,0,1.0
72411,42,Female,0,0,0,Unknown,HOME,0,2,0,0,0,0,25,0,105,1,0,10.0
72471,42,Female,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,10,1,0,0.0
28779,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,36,1530,1,1,36.235341863986875
3588,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,500,1,0,0.0
64722,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,35,1,0,0.0
97709,42,Male,1,0,0,Unknown,HOME,0,6,0,0,0,0,0,0,400,1,0,4.358898943540674
93390,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,42,1,0,1.0
18829,34,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,25,0,160,1,0,19.77371993328519
26836,87,Male,0,0,0,"$25,000-$49,999",HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
39150,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
53177,42,Male,1,0,1,Unknown,HOME,0,4,0,0,0,0,0,0,25,1,0,1.0
9378,42,Male,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,120,120,1,0,1.0
50332,22,Female,0,0,0,Unknown,CAMP,1,0,0,0,0,0,0,0,120,1,0,2.0
21231,42,Female,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,1,1,0,1.0
98559,42,Unknown,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
11104,42,Female,0,0,0,Unknown,HOME,1,2,0,0,0,0,0,0,0,0,0,0.0
36858,46,Male,1,0,1,"$50,000-$99,999",HOME,1,14,0,0,0,0,60,0,200,1,1,24.145392935299274
74721,42,Female,0,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0.0
59083,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
6875,31,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
28387,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0.0
11855,66,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
29150,37,Female,0,0,0,Unknown,HOME,0,0,0,10,0,0,0,0,25,1,0,10.0
21837,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,15,1,0,0.0
84171,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
89505,42,Female,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0.0
49840,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
90265,42,Male,0,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0.0
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,40,0,0,40,1,0,0.0
90265,20,Female,0,0,0,Unknown,HOME,0,0,100,35,0,0,0,0,135,1,1,43.15089802078283
47245,34,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
1823,59,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,25,1,0,1.0
25704,42,Male,0,0,0,"$25,000-$49,999",HOME,0,17,0,0,1,0,0,0,505,1,0,12.24744871391589
74849,42,Male,1,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,100,1,0,1.0
1066,53,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,75,1,0,3.0
90265,42,Female,0,0,0,Unknown,HOME,0,2,0,0,0,120,0,0,3775,1,1,132.05301965498555
92104,61,Female,0,0,0,Unknown,HOME,0,0,0,5,0,0,0,0,405,1,0,7.745966692414834
49958,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,24,1,0,1.0
57439,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0,0,0.0
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
90265,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
85726,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,100,1,0,0.0
90265,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,25,1,0,0.0
66423,42,Female,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
90265,42,Female,0,0,0,Unknown,HOME,0,2,1,0,0,0,0,25,26,1,0,1.7320508075688772
57568,42,Female,0,0,0,Unknown,HOME,0,1,0,0,25,0,0,0,100,1,0,5.0
62451,40,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,0,0,0,0.0
87935,42,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,50,1,0,1.0
63938,42,Uknown,0,0,0,Unknown,Unknown,0,0,7500,1500,100,1250,0,0,45120,1,1,7739.129602222721
94262,42,Female,0,0,0,Unknown,Unknown,0,0,0,0,0,0,50,0,50,1,0,0.0
50167,42,Female,1,0,0,"$100,000-$249,999",HOME,0,1,0,0,0,0,0,0,60,1,0,1.0
38471,42,Male,1,0,0,"$50,000-$99,999",HOME,0,0,0,0,0,0,0,0,60,1,0,0.0
90265,42,Female,0,0,0,Unknown,CAMP,1,0,120,0,0,0,0,0,120,1,0,1.0
46254,20,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
17702,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
71109,42,Male,1,0,1,"$1-$24,999",HOME,1,0,0,0,0,0,0,0,40,1,0,1.0
30252,42,Male,0,0,1,Unknown,HOME,1,1,50,0,0,0,0,0,55,1,0,5.0990195135927845
33703,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0.0
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,220,1,0,1.0
21205,42,Female,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,35,1,0,1.0
90265,42,Female,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,100,1,0,0.0
33001,42,Female,0,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,0,0,0,0.0
42516,83,Male,0,0,0,"$50,000-$99,999",HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
10104,35,Female,1,0,1,Unknown,HOME,1,2,0,0,0,0,0,0,0,0,0,1.0
